Year,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player_Link
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1H,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/2,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/7,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7/9,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/D,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495/8H7D,
2020,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*984/73,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6,
2020,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/D,
2020,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/DH,
2020,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*4/H,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/D,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6,
2020,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/D,
2020,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/D,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/D,
2020,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2020,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/7H,
2020,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/H,
2020,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354/D,
2020,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/DH,
2020,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/D,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7/D,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/D48,
2020,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*4D,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9D/8,
2020,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83/D9,
2020,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D97/83,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/D3,
2020,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/H,
2020,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/DH,
2020,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3D/H,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/DH,
2020,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/DH,
2020,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7D/H,
2020,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*D/7H,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/D,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/H,
2020,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/H,
2020,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*D/97,
2020,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/7DH,
2020,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/DH,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/DH,
2020,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748/D3H,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6,
2020,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/D,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*4/5DH,
2020,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*D/H,
2020,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/D,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/D,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*87/9H3D,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/H,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7/DH,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64/59,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*47/HD,
2020,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/DH,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/34DH,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5D/7H,
2020,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/DH,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*56/H,
2020,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7D/9H,
2020,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43/D5H,
2020,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569/47H,
2020,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/DH8,
2020,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7/D,
2020,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/H,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/HD,
2020,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2D,
2020,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*879/H,
2020,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*98/7H,
