Year,Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Player_Link
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2023,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7D/H3,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47/H9,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*D/7H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3/HD,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9/DH,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/DH,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*78/HD,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D3,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D9/H,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7D/H,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5D/H,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*53/DH,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*534/HD6,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2HD,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*87/H9D,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7/89HD,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53/4HD,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2D/H,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83/DH,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*87H/9D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2D/H,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/HD,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9H/D3,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/DH,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5H3D,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D3/H,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64H/D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2/H,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5D/H34,
2023,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*897H/D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/H,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46/7D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9758H/4,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D/H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468/9H,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2H/D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D97H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/DH,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/H4,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43/DH,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34/H,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DH/394,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3H7/9D8,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549H67/8D1,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DH/3,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7DH,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56/D4H,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5/H,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648573H/9,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7D93H/5,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*897/HD,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3H/D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2/DH,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DH8/7,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*87H9/D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7/H,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D/H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/H9,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*3H/9D7,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*645H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48H/67395,
2023,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/HD,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9H/D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2/DH,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D9/H,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*4H,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DH9/8,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*D/7H,
2023,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D/9H,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937H/D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*87H/9D,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798D/H,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*97DH,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/H,
2023,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*97/DH,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D5H,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*4H/D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D7/H,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8/H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*789/DH,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DH,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9H8/7D,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*4H/97D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/HD,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DH5/4,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3H45D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*46H/D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659H/78,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*87/9H,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675D/4H39,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/DH,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/HD,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DH/793,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/H,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*5H4/D137,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D48/795H6,
2023,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65/HD,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7H/93,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65H74/9D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,793/8H5,
2023,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6H/1D45,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2HD,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*7H9/D,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/D,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7D9H,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DH,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74H/D,
2023,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/D79H,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79/8HD,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D9/H7,
2023,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D9/H,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/DH,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*89/H7,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785H4/691D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/H3,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4DH/3,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8/HD,
2023,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2/1,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46/H5D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937DH8/1,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2HD/3,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D3/H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98/HD,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64/DH,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*2H/4D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*9H/87D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8H/D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8HD9/7,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6/H4D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543H/D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/HD7,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*8H/D,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53HD,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DH/98,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765H/D84,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/HD,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4H57/93D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987H/D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97HD,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97HD3,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2DH/3,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*98H/73D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48H/6,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47D3H/956,
2023,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D/H3,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456H/37D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39HD/7,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/HD7,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/HD,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87H/9D,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/DH,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59/HD,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875H/9146,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7H/89D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/H,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/3H4D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/HD,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89/H7D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DH/1,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*6H/8D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45H/D17,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546/H,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DH39/1,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D/H,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63H95/D4,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37/H9,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56H743/D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D2/H3,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27HD,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9H3D/7,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/HD,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45D/H,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/H8,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8H/7D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4H935/D6,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89/D7H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89H,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D/37H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H1D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37H89/D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795H/46D38,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57H89/4D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/H4D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97H/D8,
2023,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3H/D,
2023,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/H,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DH/9,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897/H,
2023,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/H1,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3H97/D,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DH,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54/H6D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435H/7D9,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/HD,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9H8/D,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879H/D,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54H/D316,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D5/H,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D3,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4H/3D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789/HD,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5H3D/794,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56H/48,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5H4/D,
2023,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54D/H3,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54HD/6,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27H/D9,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/DH,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7H98/D,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546H7/19,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5H3/D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4H6/5D7,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/DH,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654H,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1DH,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973H/D,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7H9/D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4H8/769D15,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/DH,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78/HD,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9H78/D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/8HD,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3DH/9,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456H/317D,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/HD,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/H,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46H5/D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89/H7D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D/2H,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,798H/D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45H6/D,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79/DH,
2023,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897/HD,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564H/3D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465H/189D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,689H47/5D,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DH3/1,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4H/D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7H8/D9,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97H/8D,
2023,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/H,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/5H9,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H3D,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/DH6,
2023,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DH3,
2023,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5DH,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/HD,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D53/H,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657H/D4,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79/HD,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D9H3,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53/6H4,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45H/D,
2023,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45H/61D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/HD3,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/DH31,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98/H7D,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64H/5D,
2023,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79/HD,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1DH,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6H/D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54H3/D16,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54/3HD,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H87/9D,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/H56,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/D,
2023,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7H9/8,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H/3D,
2023,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739/H8D,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H4D,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/1HD,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/DH,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DH/97,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H1,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/DH,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54/6HD,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H3D/17,
2023,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/DH1,
2023,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/H,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64H/513D,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/HD7,
2023,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7DH9,
2023,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D/H7,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D/7H8,
2023,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8H97/D,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45/H,
2023,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74/5H,
2023,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D/9H,
2023,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/DH,
2023,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45/H,
2023,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/HD3,
2023,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9H7/8D,
